arxiv_id,title,abstract,ai_rule,ai_true
2405.01981,Universal Performance Gap of Neural Quantum States Applied to the Hofstadter-Bose-Hubbard Model,"Neural Quantum States (NQS) have demonstrated significant potential in approximating ground states of many-body quantum systems, though their performance can be inconsistent across different models. This study investigates the performance of NQS in approximating the ground state of the Hofstadter-Bose-Hubbard (HBH) model, an interacting boson system on a two-dimensional square lattice with a perpendicular magnetic field. Our results indicate that increasing magnetic flux leads to a substantial increase in energy error, up to three orders of magnitude. Importantly, this decline in NQS performance is consistent across different optimization methods, neural network architectures, and physical m",nqs,
2604.13354,Finetuning-Free Diffusion Model with Adaptive Constraint Guidance for Inorganic Crystal Structure Generation,"Generative diffusion models have emerged as powerful tools for the discovery of inorganic crystal structures, yet steering their sampling process toward user-defined physical and chemical objectives remains challenging. We present a computational framework that integrates adaptive constraint guidance into a pre-trained crystal diffusion model, enabling the generation of candidate structures that satisfy targeted structural and chemical requirements without model retraining. The approach incorporates differentiable constraint functions directly during sampling, providing an interpretable mechanism for expert-driven exploration of the crystal structure space. To assess the reliability of gener",generative,
2406.17725,PANDA: A self-driving lab for studying electrodeposited polymer films,"We introduce the polymer analysis and discovery array (PANDA), an automated system for high-throughput electrodeposition and functional characterization of polymer films. The PANDA is a custom, modular, and low-cost system based on a CNC gantry that we have modified to include a syringe pump, potentiostat, and camera with a telecentric lens. This system can perform fluid handling, electrochemistry, and transmission optical measurements on samples in custom 96-well plates that feature transparent and conducting bottoms. We begin by validating this platform through a series of control fluid handling and electrochemistry experiments to quantify the repeatability, lack of cross-contamination, an",autonomous_exp,
2404.03800,Learning Social Fairness Preferences from Non-Expert Stakeholder Opinions in Kidney Placement,"Modern kidney placement incorporates several intelligent recommendation systems which exhibit social discrimination due to biases inherited from training data. Although initial attempts were made in the literature to study algorithmic fairness in kidney placement, these methods replace true outcomes with surgeons' decisions due to the long delays involved in recording such outcomes reliably. However, the replacement of true outcomes with surgeons' decisions disregards expert stakeholders' biases as well as social opinions of other stakeholders who do not possess medical expertise. This paper alleviates the latter concern and designs a novel fairness feedback survey to evaluate an acceptance ",surrogate,
2607.08617,Large-scale first-principle simulations of amorphous indium oxide,"Amorphous indium oxide (a-In$_2$O$_3$) is a high-electron-mobility semiconductor of central importance in thin-film transistors and a promising photoanode for solar-driven water oxidation. Despite sustained experimental and computational investigations, the structural motifs underlying its unusual transport properties and the existence of O-O peroxide-like bonds within its network have remained unresolved. Here we develop a MACE-based machine-learned interatomic potential trained on first-principles molecular dynamics trajectories and use it to generate and analyze amorphous structures containing up to 5120 atoms, two orders of magnitude larger than those adopted in typical ab initio studies",gnn_potential,
2511.18303,Hierarchical Deep Research with Local-Web RAG: Toward Automated System-Level Materials Discovery,"We present a long-horizon, hierarchical deep research (DR) agent designed for complex materials and device discovery problems that exceed the scope of existing Machine Learning (ML) surrogates and closed-source commercial agents. Our framework instantiates a locally deployable DR instance that integrates local retrieval-augmented generation with large language model reasoners, enhanced by a Deep Tree of Research (DToR) mechanism that adaptively expands and prunes research branches to maximize coverage, depth, and coherence. We systematically evaluate across 27 nanomaterials/device topics using a large language model (LLM)-as-judge rubric with five web-enabled state-of-the-art models as juror",llm,
2606.19404,Thermodynamic Signatures of Reasoning: Free-Energy and Spectral-Form-Factor Diagnostics for Hallucination Detection in Large Language Models,"Hallucination detection in large language models (LLMs) is deployment-critical, and recent work shows that the spectrum of attention-derived graph Laplacians carries strong signal about reasoning quality. Prior spectral diagnostics, however, summarize the Laplacian spectrum by a handful of eigenvalues or hand-picked scalars, leaving most of its structure unused. We propose Free-Energy Signatures (Fes), a spectral descriptor that treats each layer's attention Laplacian as a Hamiltonian and extracts its thermodynamic potentials partition function, free energy, spectral entropy, heat capacity together with the random-matrix-theory (RMT) spectral form factor. We prove three results: (i)~Lipschit",llm,
2607.05805,Onnes: A Physics-Grounded Multi-Agent LLM Simulator for Cryogenic Fault Diagnosis in Quantum Computing Infrastructure,"Dilution refrigerators are the enabling infrastructure of superconducting quantum computers, yet their fault diagnosis is still dominated by threshold alarms that report that something is wrong, not what. We present Onnes, a physics-grounded digital-twin simulator of a dilution refrigerator (a forward physics model with a learned real-fridge noise fingerprint) that drives a live multi-agent LLM operations layer, and use it for a controlled head-to-head between a zero-shot LLM agent panel and a supervised ML classifier on cryogenic fault diagnosis. The twin couples a real dilution-cooling floor, a noise-and-correlation fingerprint learned from real BlueFors logs, and six physics-grounded faul",llm,
2304.00928,DC transport in a dissipative superconducting quantum point contact,"We study the current-voltage characteristics of a superconducting junction with particle losses at the contacts. We adopt the Keldysh formalism to compute the steady-state current for varying transmission of the contact. In the low transmission regime, the dissipation leads to an enhancement of the current at low bias, a nonmonotonic dependence of current on dissipation, and the emergence of new structures in the current-voltage curves. The effect of dissipation by particle loss is found to be qualitatively different from that of a finite temperature and a finite inelastic scattering rate in the reservoirs.",none,
2303.13704,Two-fold symmetric superconductivity in the kagome superconductor RbV3Sb5,"The recently discovered kagome superconductors offer a promising platform for investigating intertwined orders and novel states, including topology, superconductivity, charge density waves, and more. The interplay among these orders can spontaneously break rotational symmetry, giving rise to exotic phenomena such as nematicity or even nematic superconductivity. Here we present our findings on the two-fold symmetric superconductivity in thin-flake RbV3Sb5 in response to direction-dependent in-plane magnetic fields, in contrast to the inherent six-fold structural symmetry of the crystal lattice. The two-fold symmetry was evidenced through a combination of magnetoresistance transport experiment",none,
2601.12022,Robustness of the Kohn-Luttinger mechanism against symmetry breaking,"We investigate how strongly broken spatial symmetries affect the Kohn--Luttinger (KL) mechanism, in which superconductivity emerges purely from repulsive interactions. While the original KL argument assumes continuous rotational symmetry, real materials possess only discrete point-group symmetries, raising a central question: can sufficiently strong symmetry breaking suppress or eliminate KL superconductivity? Using controlled perturbation theory and explicit two-dimensional models with Ising and Rashba spin--orbit coupling (SOC), we find that KL superconductivity is broadly robust and exhibits qualitatively universal behavior across models: the transition temperature $T_c$ is nonmonotonic i",none,
2405.12879,"Predictive design of two-dimensional electrides with tunable magnetic, topological, and superconducting properties","Two-dimensional materials are of interest for their exotic properties, for example, superconductivity, and highly tunability. Focusing on phonon-mediating superconductivity, one would propose to promote critical temperature by substituting heavy elements by lighter ones, in order to increase Debye temperature. Following recent experimental progress in transition-metal nitrides and theoretically revealing W$_2$N$_3$ as a candidate for high-temperature superconductivity, we investigate the possibility of two-dimensional superconductivity through surface engineering on MoN$_2$. Using density functional theory calculation, we found multigap superconductivity at temperature up to 36K within aniso",none,
2512.10527,"Effect of doping on the electronic structure, orbital-dependent renormalizations, and magnetic correlations in bilayer La$_3$Ni$_2$O$_7$","Using the DFT+dynamical mean-field theory approach we study the effects of electronic correlations and doping on the normal state electronic structure of the double-layer nickelate superconductor La$_3$Ni$_2$O$_7$ under pressure. In agreement with experiments, we obtain significant orbital-dependent quasiparticle renormalizations of the Ni $x^2-y^2$ and $3z^2-r^2$ bands, accompanied by incoherence (bad metal behavior) of the $3z^2-r^2$ states, caused by the proximity of the Ni $3d$ states to orbital-dependent localization. Our results demonstrate a sensitive, non-monotonic dependence of $m^*/m$ on doping, with a remarkable, by about 20\%, increase for the Ni $x^2-y^2$ orbitals upon electron ",none,
2305.10295,Critical Behavior and Duality in Dimensionally Reduced Planar Chern-Simons Superconductors,"Tha quantum electrodynamics of particles constrained to move on a plane is not a fully dimensionally reduced theory because the gauge fields through which they interact live in higher dimensions. By constraining the gauge field to the surface of the bulk, we obtain a fully reduced planar Abelian Chern-Simons Higgs model that can describe the vortex dynamics and second-order superconducting-normal phase transitions in planar Chern-Simons superconductors. Dual analyses performed before and after dimensional reduction yield the same Lagrangian for describing the vortex dynamics, indicating the self-consistency of our reduced theory. Compared to ordinary (2+1)-dimensional electrodynamics, we obt",none,
2606.14726,Ultrafast Terahertz and Optical Spectroscopy under Synergetic Extreme Conditions,"Elucidating and manipulating emergent phases in complex materials requires direct access to their low-energy collective modes. Terahertz (THz) time-domain and ultrafast optical spectroscopies have emerged as indispensable experimental tools, enabling the probing of intrinsic electrodynamics and the coherent control of non-equilibrium states. At the Synergetic Extreme Condition User Facility (SECUF), we have developed a suite of intense ultrashort light sources covering the near-infrared, mid-infrared, and THz spectral ranges. By integrating these strong-field pulses with extreme sample environments, such as low temperatures, strong magnetic fields, and high pressures, we have established sev",none,
2208.13918,Signature of quantum criticality in cuprates by charge density fluctuations,"The universality of the strange metal phase in many quantum materials is often attributed to the presence of a quantum critical point (QCP), a zero-temperature phase transition ruled by quantum fluctuations. In cuprates, where superconductivity hinders direct QCP observation, indirect evidence comes from the identification of fluctuations compatible with the strange metal phase. Here we show that the recently discovered charge density fluctuations (CDF) possess the right properties to be associated to a quantum phase transition. Using resonant x-ray scattering, we studied the CDF in two families of cuprate superconductors across a wide doping range (up to $p$=0.22). At $p^*\approx$0.19, the ",none,
2205.06189,Josephson effect as signature of electron-hole superfluidity in bilayers of van der Waals heterostructures,"We investigate a Josephson junction in an electron-hole superfluid in a double layer TMD heterostructure. Observation of a critical tunneling current is a clear signature of superfluidity. In addition, we find the BCS-BEC crossover physics in the narrow barrier region controls the critical current across the entire system. The corresponding critical velocity, which is measurable in this system, has a maximum when the excitations pass from bosonic to fermionic. Remarkably, this occurs for the density at the boundary of the BEC to BCS-BEC crossover regime determined from the condensate fraction. This provides, for the first time in a semiconductor system, an experimental way to determine the p",none,
2207.02806,Moiré Engineering of Nonsymmorphic Symmetries and Hourglass Superconductors,"Moiré heterostructures hold the promise to provide platforms to tailor strongly correlated and topological states of matter. Here, we theoretically propose the emergence of an effective, rectangular moiré lattice in twisted bilayers of SnS with nonsymmorphic symmetry. Based on first-principles calculations, we demonstrate that strong intrinsic spin-orbit interactions render this tunable platform a moiré semimetal that hosts 2D hourglass fermions protected by time-reversal symmetry $\mathcal{T}$ and the nonsymmorphic screw rotation symmetry $\widetilde{\mathcal{C}}_{2y}$. We show that topological Fermi arcs connecting pairs of Weyl nodal points in the hourglass dispersion are preserved for we",none,
2503.15266,Strong correlation between $H$-linear magnetoresistance and strange metal in FeSe superconductor,"In strange metals, a strong and anomalous scattering effect exists and increases linearly with temperature. In FeSe, we observed that the temperature dependence of resistivity exhibits non-Fermi liquid behavior in two regions below and above a critical pressure, $p_\text{c}$$\sim$2 GPa. As pressure increases, a transition from quadratic to nonsaturating magnetoresistance is observed, with a distinct crossover between these two behaviors indicated by $B^{*}$ in the derivative analysis. After subtracting the quadratic term from the magnetoresistance, the residual magnetoresistance clearly exhibits an $H$-linear behavior. Additionally, two segments of $H$-inear magnetoresistance appear with inc",none,
2112.10870,Phase Diffusion in Low-$E_J$ Josephson Junctions at milli-Kelvin Temperatures,"Josephson junctions (JJs) with Josephson energy $E_J \lesssim 1K$ are widely employed as non-linear elements in superconducting circuits for quantum computing, operating at milli-Kelvin temperatures. Here we experimentally study incoherent phase slips (IPS) in low-$E_J$ Aluminum-based JJs at $T<0.2K$, where the IPS become the dominant source of dissipation. We observed strong suppression of the critical (switching) current and a very rapid growth of the zero-bias resistance with decreasing Josephson energy below $E_J \sim 1K$. This behavior is attributed to the IPSs whose rate exponentially increases with decreasing the ratio $E_J/T$. Our observations are in line with other data reported in ",none,
2604.22214,Non-volatile superconducting tunnelling magnetoresistance memory enabled by exchange-field gap engineering,"Scalable, low-dissipation memory operating below 4 K is a critical requirement for superconducting and quantum computing systems. Existing cryogenic memory technologies rely on CMOS derivatives or hybrid architectures that incur leakage, refresh overhead or limited compatibility with superconducting logic. Here we demonstrate a superconducting tunnelling magnetoresistance device that functions as a non-volatile cryogenic memory element across the full superconducting temperature range. By integrating a de Gennes spin valve with a superconducting tunnel junction in a current perpendicular-to-plane geometry, we realise exchange-field control of the superconducting energy gap. This produces two",none,
2312.11310,Universal behavior of the BCS energy gap,"We consider the BCS energy gap $Ξ(T)$ (essentially given by $Ξ(T) \approx Δ(T, \sqrtμ)$, the BCS order parameter) at all temperatures $0 \le T \le T_c$ up to the critical one, $T_c$, and show that, in the limit of weak coupling, the ratio $Ξ(T)/T_c$ is given by a universal function of the relative temperature $T/T_c$. On the one hand, this recovers a recent result by Langmann and Triola (Phys. Rev. B 108.10 (2023)) on three-dimensional $s$-wave superconductors for temperatures bounded uniformly away from $T_c$. On the other hand, our result lifts these restrictions, as we consider arbitrary spatial dimensions $d \in \{1,2,3\}$, discuss superconductors with non-zero angular momentum (primaril",none,
2605.07540,Noncollinear antiferromagnetic structure and physical properties of CrRhAs with distorted kagome lattice,"CrRhAs was theoretically proposed to be a kagome metal with unusual magnetic ground states; however, little is known about its magnetic structure and physical properties experimentally. Here, we present an experimental investigation of CrRhAs with ZrNiAl-type structure and a distorted Cr kagome lattice. CrRhAs is an antiferromagnet with TN = 149 K. Powder neutron diffraction analysis reveals a noncollinear antiferromagnetic structure with propagation vector k = (1/3, 1/3, 1/2), which features a ferromagnetic second nearest neighbor coupling in the kagome plane that is different from the prediction in previous density functional theory calculations. Furthermore, CrRhAs exhibits anomalous elec",none,
2401.02310,"Electron-phonon coupling, critical temperatures and gaps in $\rm{NbSe_2}$/$\rm{MoS_2}$ Ising Superconductors","Utilizing Migdal-Eliashberg theory of superconductivity within the first-principles calculations, we work out the role of electron-phonon coupling (EPC) and anisotropic superconducting properties of a recently discovered [Appl. Phys. Lett. 120, 183101 (2022)] 2D van der Waals heterostructure comprising a single layer of MoS$_2$ and few layers of NbSe$_2$. We find strong EPC and a softening of phonon modes in the lowest acoustic branch. While the single MoS$_2$ layer does not actively contribute to the EPC, it significantly elevates the superconducting critical temperature ($T_c$) compared to monolayer NbSe$_2$. This is attributed to the degradation of the charge-density wave (CDW) by the MoS",none,
2606.19107,Evidence for Multiband Superconductivity in 2H-NbSeS,"The nature of superconductivity in 2H-NbSe2 has generated sustained debate in the recent past. While angle resolved photoemission spectroscopy data have been interpreted as evidence for multiband superconductivity, the data from scanning tunneling microscope experiments relate to strongly anisotropic single-band superconductivity. In the later case, the charge density wave (CDW) order mimics the multigap character. Because the CDW reconstructs the Fermi surface and modifies the superconducting gap distribution, disentangling intrinsic multiband pairing from CDW-related effects is challenging. To address this issue, we investigate single-crystalline 2H-NbSeS, a mixed-chalcogen analogue of 2H-",none,
2406.09538,Synthesis of Mg$_2$IrH$_5$: A potential pathway to high-$T_c$ hydride superconductivity at ambient pressure,"Following long-standing predictions associated with hydrogen, high-temperature superconductivity has recently been observed in several hydride-based materials. Nevertheless, these high-$T_c$ phases only exist at extremely high pressures, and achieving high transition temperatures at ambient pressure remains a major challenge. Recent predictions of the complex hydride Mg$_{2}$IrH$_{6}$ may help overcome this challenge with calculations of high-$T_c$ superconductivity (65 K$~<~T_c~<~$ 170 K) in a material that is stable at atmospheric pressure. In this work, the synthesis of Mg$_{2}$IrH$_{6}$ was targeted over a broad range of $P$-$T$ conditions, and the resulting products were characterized u",none,
2208.04834,Discovery of Superconductivity in Nb$_4$SiSb$_2$ with a V$_4$SiSb$_2$-Type Structure and Implications of Interstitial Doping on its Physical Properties,"We report on the discovery, structural analysis, and the physical properties of Nb$_4$SiSb$_2$ -- a hitherto unknown compound crystallizing in the V$_4$SiSb$_2$-type structure with the tetragonal space group $I4/mcm$ and unit cell parameters $a$ = 10.3638(2) $\mathring{\mathrm{A}}$ and $c$ = 4.9151(2) $\mathring{\mathrm{A}}$. We find Nb$_4$SiSb$_2$ to be a metal undergoing a transition to a superconducting state at a critical temperature of $T_{\rm c} \approx$ 1.6 K. The bulk nature of the superconductivity in this material is confirmed by the observation of a well defined discontinuity in specific heat with a normalized specific heat jump of $ΔC(T_{\rm c})/γT_{\rm c} = 1.33\, {\rm mJ}\, {\r",none,
2410.07373,Effect of impurities and disorder on the braiding dynamics of Majorana zero modes,"Impurities and random disorder are known to affect topological superconducting phases and their Majorana zero modes (MZMs). In particular, it is a common assumption that disorder negatively influences the braiding dynamics of MZMs. Recently, it was shown, however, that random disorder can also stabilize or even increase topological phases. Here, we investigate quantitatively how a single impurity can lead to braiding errors. We show that the impurity increases, in most scenarios, the dynamical hybridization of the MZMs, reducing the braiding performance. In addition, we show how random disorder, i.e., impurities on all lattice sites but with different strengths, affects braiding. As for the ",none,
2402.00547,Effect of the spin crossover of local copper-oxygen states on the electronic structure of HTSC cuprates,"In this work, the effect of uniaxial pressure along the c axis on the electronic structure of the HTSC cuprate La2-xSrxCuO4 is investigated at the doping levels x = 0.1, 0.15, 0.25. The GTB method within the five-band p-d model framework is used to describe the electron system. The uniaxial compression leads to a significant reconstruction of the electronic structure and a change in the character of low-energy quasiparticle excitations: a large contribution of a1g symmetry orbitals appears at the top of the valence band. The crossover between the local Zhang-Rice singlet and the Emery-Reiter triplet was found at the pressure Pc = 15.1 GPa. The characteristic changes in the electronic structu",none,
2602.09895,Logarithmically slow heat propagation in a clean Josephson-junction chain,"We consider a clean Josephson-junction chain coupled by one of its extremities to a thermal bath through a resistance. Considering the Langevin dynamics in the classical regime, in the case of Josephson energy much smaller than charging energy, we find that heat propagates logarithmically slowly through the system, rather than diffusively, as highlighted by the logarithmic increase in time of a thermalization length we define and by the logarithmically slow increase in time of the energy. This behavior -- typical of quantum Anderson or many-body localized systems -- is observed here also in a clean classical glassy Hamiltonian system. We argue that this phenomenon might imply strong robustne",none,
2403.12831,"Electronic instability, layer selectivity and Fermi arcs in La$_3$Ni$_2$O$_7$","Using advanced dynamical mean-field theory on a realistic level we study the normal-state correlated electronic structure of the high-pressure superconductor La$_3$Ni$_2$O$_7$ and compare the features of the conventional bilayer (2222) Ruddelsden-Popper crystal structure with those of a newly-identified monolayer-trilayer (1313) alternation. Both structural cases display Ni-$d_{z^2}$ flat-band character at low-energy, which drives an electronic instability with a wave vector ${\bf q_{\rm I}}=(0.25,0.25,q_z)$ at ambient pressure, in line with recent experimental findings. The 1313 electronic structure exhibits significant layer selectivity, rendering especially the monolayer part to be Mott-c",none,
2506.11195,Charge Modulation in the Vortex Halo of a Superconductor Enhances its Critical Magnetic Field,"When an orbital magnetic field suppresses superconductivity, forming periodic vortices in type-II superconductors, subdominant orders can emerge in the vortex cores. Rather than competing with superconductivity, we find that the emergent charge order within the halo of a vortex makes superconductivity more robust by enhancing the upper critical field. We establish that charge modulations nucleate in and around the vortex core for model parameters dictated by the underlying non-superconducting state. We further show that the spectral signatures from the Caroli-de Gennes-Matricon (CdGM) bound states in vortex cores track the charge modulation. The CdGM-like peak is found to shift toward the ga",none,
2603.03124,Fingerprint of $T_c$ advancement in Li-doped Bi-2223 superconductors prepared by cationic molecular mixing within Pechini sol-gel synthesis,"Trilayered Bi-2223 superconductor features the highest critical temperature $T_c$ among the bismuth-based cuprate collection and symbolizes an ideal prototype for studying intrinsic superconducting properties. The previous solid-state reaction method substantiated the growth of the high-quality Bi-2223 compounds but was accompanied by excessively laborious time and effort in terms of multiple grinding, pressing, as well as calcining stages, %causing risk of constituent loss, so finding a less tedious synthesis path is imperative. Here, we present an advanced sol-gel synthesis for assembling the multicomponent complexity of Bi1.4Pb0.6Sr2Ca2(Cu1-xLix)3O10 superconductors (Li-doped Bi-2223), wi",none,
2307.12879,Incoherent electronic band states in Mn-substituted BaFe$_{2}$As$_{2}$,"Chemical substitution is commonly used to explore new ground states in materials, yet the role of disorder is often overlooked. In Mn-substituted BaFe$_{2}$As$_{2}$ (MnBFA), superconductivity (SC) is absent, despite being observed for nominal hole-doped phases. Instead, a glassy magnetic phase emerges, associated with the $S=5/2$ Mn local spins. In this work, we present a comprehensive investigation of the electronic structure of MnBFA using angle-resolved photoemission spectroscopy (ARPES). We find that Mn causes a small and orbital-specific reduction of the electron pockets, only partially disrupting nesting conditions. Based upon the analysis of the spectral properties, we observe, for al",none,
2311.01502,Superconducting phase diagram and spin diode effect via spin accumulation,"Spin-split superconductors offer new functionality compared to conventional superconductors such as diode-effects and efficient thermoelectricity. The superconducting state can nevertheless only withstand a small amount of spin-splitting. Here, we self-consistently determine the spin transport properties and the phase diagram of a spin-split superconductor in the presence of an injected spin accumulation. Energy and spin relaxation are accounted for in the relaxation time approximation via a single effective inelastic scattering parameter. We find that the spin-splitting field in the superconductor enables a spin diode effect. Moreover, we consider the superconducting phase diagram of a syst",none,
2212.09333,"Interpretation of experimental Critical Current Density and Levitation of Superconductors, and a second Temperature Limit to protect Superconductors against Quench","A recently introduced numerical model to calculate relaxation rates and relaxation time of superconductors is revisited. Relaxation time is needed to reorganise, after a disturbance, the electron system of the superconductor to new dynamic equilibrium. The idea is to extend this model to evaluation of experimental results reported in the literature for critical current density, JCrit, for levitation height and force, for stability functions, persistent currents, and, in principle, for a check of all observables that depend on JCrit. It is only after completion of the relaxation process that experimental, JCrit-dependent results can be verified uniquely. In its second part, using the same num",none,
2208.01774,When Superconductivity Crosses Over: From BCS to BEC,"New developments in superconductivity, particularly through unexpected and often astonishing forms of superconducting materials, continue to excite the community and stimulate theory. It is now becoming clear that there are two distinct platforms for superconductivity: natural and synthetic materials. The study of these artificial materials has greatly expanded in the last decade or so, with the discoveries of new forms of superfluidity in artificial heterostructures and the exploitation of proximitization. Natural superconductors continue to surprise through the Fe-based pnictides and chalcogenides, and nickelates as well as others. It is the goal of this review to present this two-pronged ",none,
2508.16614,CrystalDiT: A Diffusion Transformer for Crystal Generation,"We present CrystalDiT, a diffusion transformer for crystal structure generation that achieves state-of-the-art performance by challenging the trend of architectural complexity. Instead of intricate, multi-stream designs, CrystalDiT employs a unified transformer that imposes a powerful inductive bias: treating lattice and atomic properties as a single, interdependent system. Combined with a periodic table-based atomic representation and a balanced training strategy, our approach achieves 8.78% SUN (Stable, Unique, Novel) rate on MP-20, substantially outperforming recent methods including FlowMM (4.21%) and MatterGen (3.66%). Notably, CrystalDiT generates 63.28% unique and novel structures whi",none,
2209.07913,Out of Equilibrium Majoranas in Interacting Kitaev Chains,"We employ a time-dependent real-space local density-of-states method to study the movement and fusion of Majorana zero modes in the 1D interacting Kitaev model, based on the time evolution of many-body states. We analyze the dynamics and both fusion channels of Majoranas using time-dependent potentials, either creating {\it Walls} or {\it Wells}. % focusing on the local density-of-states and charge-density of fermions varying with time. For fast moving Majoranas, we unveil non-equilibrium signatures of the ``strong-zero mode'' operator (quasi parity degeneracy in the full spectrum) and its breakdown in the presence of repulsive Coulomb interactions. Focusing on forming a full electron after ",none,
2509.23856,Gap Inhomogeneity in Cuprates: a view from Two-Dimensional Josephson Echo Spectroscopy,"Novel theoretical developments have allowed to connect microscopic disorder in bosonic collective excitations to the signatures in two-dimensional terahertz spectroscopy (Gómez Salvador et al. 2025). Here, we employ this framework to analyze the recently measured Josepshon echoes in optimally doped La$_{2-x}$Sr$_x$CuO$_4$ (Liu et al. 2024). We consider the spatial gap inhomogeneities -- observed in scanning tunneling microscopy -- as input for the disorder in the superfluid density, and compute the resulting echo peaks. The excellent agreement supports the interpretation that the gap inhomogeneity arises solely from pairing gap fluctuations, with no evidence for non-superconducting competing",none,
2309.03416,Topological Mixed Valence Model in Magic-Angle Twisted Bilayer Graphene,"We develop a model to describe the mixed valence regime in magic-angle twisted bilayer graphene (MATBG) using the recently developed heavy-fermion framework. By employing the large-$N$ slave-boson approach, we derive the self-consistent mean field equations and solve them numerically. We find that the SU(8) symmetry constraint moiré system exhibits novel mixed-valence properties which are different from conventional heavy-fermions systems. We find the solutions describing the physics at the filling near the Mott insulator regime in the limit of strong Coulomb interactions between the flat-band fermions. Our model can provide additional insight into the possible microscopic origin of unconven",none,
2406.03615,Phase dynamics of tunnel Al-based ferromagnetic Josephson junctions,"By measuring the current-voltage characteristics and the switching current distributions as a function of temperature, we have investigated the phase dynamics of Al tunnel ferromagnetic Josephson junctions (JJs), designed to fall in the typical range of parameters of state-of-the-art transmons, providing evidence of phase diffusion processes. The comparison with the experimental outcomes on non-magnetic JJs with nominally the same electrodynamical parameters demonstrates that the introduction of ferromagnetic barriers does not cause any sizeable detrimental effect, and supports the notion of including tunnel ferromagnetic JJs in qubit architectures.",none,
2602.18345,Mitigation of Magnetic Flux Trapping in Superconducting Electronics Using Moats,"Magnetic flux (vortex) trapping remains a major obstacle to very large scale integration in superconducting electronics. Moats -- etched regions in circuit layers placed in ground planes and around critical circuitry -- offer a simple passive approach to sequester flux. Here, we systematically examine the effectiveness of moat arrays in superconducting niobium films as a function of geometry (size, shape, and density) and background magnetic field. By measuring the vortex expulsion field, we estimate the flux saturation number and flux trapping temperature for a range of geometries. We find that many moat designs effectively sequester flux in magnetically shielded environments (< 1 $μ$T), wi",none,
2211.15035,Bulk--Boundary Correspondence and Boundary Zero Modes in a Non-Hermitian Kitaev Chain Model,"We study a non-Hermitian Kitaev chain model that contains three sources of non-Hermiticity: a constant imaginary potential, asymmetry between hopping amplitudes $t_{\rm R}$ and $t_{\rm L}$ in the right and left directions, and imbalance in pair potentials $Δ_{\rm c}$ and $Δ_{\rm a}$ for pair creation and annihilation, respectively. We show that bulk--boundary correspondence holds in this system; two topological invariants defined in bulk geometry under a modified periodic boundary condition correctly describe the presence or absence of a pair of boundary zero modes in boundary geometry under an open boundary condition. One topological invariant characterizes a topologically nontrivial phase ",none,
2606.27297,Exploring dynamics of individual vortices in a superconductor via a levitated magnetic transducer,"Trapped vortices determine fundamental properties of superconductors and play an important role in many practical applications such as magnetic levitation, however their complex dynamics remain poorly understood. Here, we use the mechanical motion of micron-scale levitated magnetic particles to probe the dynamics of individual vortices. Specifically, we show that the dynamics of levitated magnets are strongly influenced by vortices trapped in the YBCO superconducting film. We observe random telegraph signals in the mechanical frequency, dissipation rate, and energy of levitated particles, which we attribute to random tunneling of individual vortices. The nonlinearity of vortex-defect interac",none,
2207.05786,Yu-Shiba-Rusinov bound states boost odd-frequency superconductivity,"We predict that the occurence of zero energy Yu-Shiba-Rusinov(YSR) bound states in two different setups, metal-spin flipper-metal-s-wave superconductor ($N_{1}-sf-N_{2}-S$) and superconductor-metal-spin flipper-metal-superconductor ($S-N_{1}-sf-N_{2}-S$) junctions, can generate multi-fold enhancement of surface-induced odd-frequency superconductivity. On the other hand, in the absence of these bound states, even-frequency superconductivity dominates. Specifically, in a $S-N_{1}-sf-N_{2}-S$ Josephson junction, the emergence of zero energy YSR bound states leads to a $0-π$ junction transition and surface odd-frequency superconductivity dominance. Notably, odd-frequency superconductivity vanish",none,
2411.12219,Two-dimensional superconductivity and anomalous vortex dissipation in newly-discovered transition metal dichalcogenide-based superlattices,"Properties of layered superconductors can vary drastically when thinned down from bulk to monolayer, owing to the reduced dimensionality and weakened interlayer coupling. In transition metal dichalcogenides (TMDs), the inherent symmetry breaking effect in atomically thin crystals prompts novel states of matter, such as Ising superconductivity with an extraordinary in-plane upper critical field. Here, we demonstrate that two-dimensional (2D) superconductivity resembling those in atomic layers but with more fascinating behaviours can be realized in the bulk crystals of two new TMD-based superconductors Ba0.75ClTaS2 and Ba0.75ClTaSe2. They comprise an alternating stack of H-type TMD layers and ",none,
2302.10583,Probing Majorana bound states through an inhomogeneous Andreev double dot interferometer,"In modern experiments with hybrid superconducting (SC)/semiconducting nanowires the presence of zero-energy Andreev bound states (ABSs), characterized by a partial overlap of the Majorana wave functions, is a common problem that significantly complicates the detection of a genuine Majorana bound state (MBS). In this article, taking into account spatial inhomogeneity of experimentally investigated nanowire samples, we study interference transport features of a curved heterostructure in which two normal wires (or arms) are separated by a superconducting wire. Since Andreev reflection on the two N/S interfaces with smoothly changing electrostatic and SC pairing potentials results in the emergen",none,
