arxiv_id,title,year,pub_date,primary_cat,all_cats,authors,doi,journal_ref,url,summary,source,cluster,family,task,ai_method,cited_by,venue,oa_doi,oa_authors,oa_fetched
2608.08295,Universality of PVDF-Li$^+$ Ion Interface Chemistry in Lead-free Perovskite Energy Storage Devices,2026,2026-08-08 19:10:34,cond-mat.mtrl-sci,cond-mat.mtrl-sci;physics.chem-ph,Arun Kumar and Ayush Kumar Pandey and Ankur Yadav and Vishnu Saraswat and Shiladitya Sengupta and Abhishek Tewari and Monojit Bag,,,https://arxiv.org/abs/2608.08295,"Electrode binders are conventionally regarded as inert structural components. Here, we show that in lead-free perovskite supercapacitors, the binder defines the optimal electrolyte composition. Across a factorial matrix of poly(vinylidene fluoride) (PVDF) loadings and LiTFSI concentrations in CsSnCl$_3$ electrodes, the capacitance optimum shifts systematically with binder content along a single linear relationship, described by the Interfacial Balance Rule ($λ+θ=1$), where $λ$ and $θ$ are the normalized lithium-supply and polymer contributions at the optimized interfacial state. The same relationship holds for hybrid MASnCl$_3$, showing that the optimum is governed by the polymer-electrolyte interface rather than the perovskite lattice chemistry. Simulations using a pre-trained MACE machine-learned interatomic potential show that PVDF adopts a planar configuration on CsSnCl$_3$ and simultaneously interacts with cationic and anionic sites. This configuration homogenizes lithium adsorption energetics, introduces fluorine-mediated coordination, and confines lithium to a two-dimensional interfacial region while preserving lateral mobility. Tuning polymer coverage through surface density and chain length reveals a finite interfacial lithium accommodation capacity that marks the onset of out-of-plane aggregation. The Interfacial Balance Rule provides a macroscopic descriptor of this finite interfacial resource, balancing polymer-mediated lithium stabilization against limited accommodation space. Binder loading is therefore an active design parameter for polymer-regulated energy-storage interfaces.",supplement_t2,,general,abinitio,gnn_potential,0,,10.48550/arxiv.2608.08295,Arun Kumar and Ayush Kumar Pandey and Ankur Yadav and Vishnu Saraswat and S. Sengupta and Abhishek Tewari and Monojit Bag,2026-09-07
2607.28776,Representations from Pretrained Machine-Learning Interatomic Potentials as Coarse Coordinates for Material Generation and Evaluation,2026,2026-07-30 18:56:34,cs.LG,cs.LG;cond-mat.mtrl-sci,Paul Hagemann and Katharina Ueltzen and Simon Müller and Janine George and Philipp Benner,,,https://arxiv.org/abs/2607.28776,"Generative machine learning is increasingly used for inorganic crystal structure generation. Most models and the corresponding evaluation approaches rely on simple forms of crystal structure representation. In this paper, we showcase the power of atom-averaged features from pretrained Machine-Learning Interatomic Potentials (MLIPs), such as MACE, for such tasks. We first introduce a distance measure that assesses the output of material generative models by capturing both quality and novelty in a single distribution-based evaluation framework. In particular, we introduce the Coarse-Fine Transport Distance (CFTD) using two different featurizers, where the quality component is based on coarse MACE features. We showcase CFTD's versatility in capturing crystal-structure quality while also detecting memorization, and compare it with the recently introduced continuous SUN metrics. We further show that coarse MACE features can be used as guidance for a material generative model.",supplement_t2,,general,abinitio,generative,0,,10.48550/arxiv.2607.28776,Paul Hagemann and Katharina Ueltzen and Simon Müller and Janine George and Philipp Benner,2026-09-07
2607.18594,Data-driven Design of Metal-Organic Frameworks with Tunable Negative Thermal Expansion,2026,2026-07-21 00:02:56,cond-mat.mtrl-sci,cond-mat.mtrl-sci,Prathami Divakar Kamath and Francesco Tavani and Alin Marin Elena and Théo Jaffrelot Inizan and Yen-hsu Lin and Jian Yin and Wenqian Xu and Omar M. Yaghi and Kristin A. Persson,,,https://arxiv.org/abs/2607.18594,"Materials with negative thermal expansion (NTE) are essential for applications requiring precise control of thermal expansion. Owing to their exceptional chemical tunability, flexible architectures, and low-energy lattice vibrations, metal-organic frameworks (MOFs) represent a rich platform for exploring NTE. However, uncovering the structural motifs that govern NTE across the enormous MOF design space remains experimentally challenging, and large-scale first-principles phonon calculations are computationally prohibitive. Here, we comprehensively evaluate the factors influencing NTE in MOFs by utilizing a high-throughput workflow based on MACE-MP-MOF0, a machine learning interatomic potential fine-tuned for MOFs with near-ab initio accuracy, to construct PhononMOFdb, a database of phonons, inelastic neutron scattering spectra, bulk moduli, and heat capacities for over 12,000 MOFs. High-throughput screening of this database reveals that highly porous cubic topology frameworks with heavier, lower-valent metal nodes favor strong NTE, while linker functionalization provides a practical handle for tuning NTE magnitude and sign without compromising mechanical stability. Experimental validation via high-resolution temperature-dependent synchrotron powder X-ray diffraction on the Ce-UiO-66 MOF and its brominated variants confirms the design recipe and yields volumetric NTE coefficients surpassing current records. This work establishes a data-driven strategy for engineering NTE in MOFs, showing how machine learning-accelerated discovery and targeted experimental validation together unlock predictive materials design.",supplement_t2,,general,abinitio,gnn_potential,0,,10.48550/arxiv.2607.18594,P U Kamath and Francesco Tavani and Alin M. Elena and Théo Jaffrelot Inizan and Yen-hsu Lin and Jian Yin and Wenqian Xu and Omar M. Yaghi and Kristin A. Persson,2026-09-07
2607.08617,Large-scale first-principle simulations of amorphous indium oxide,2026,2026-07-09 15:49:35,cond-mat.mtrl-sci,cond-mat.mtrl-sci;cond-mat.dis-nn,Matthew Bousquet and Francois Gygi and Giulia Galli,,,https://arxiv.org/abs/2607.08617,"Amorphous indium oxide (a-In$_2$O$_3$) is a high-electron-mobility semiconductor of central importance in thin-film transistors and a promising photoanode for solar-driven water oxidation. Despite sustained experimental and computational investigations, the structural motifs underlying its unusual transport properties and the existence of O-O peroxide-like bonds within its network have remained unresolved. Here we develop a MACE-based machine-learned interatomic potential trained on first-principles molecular dynamics trajectories and use it to generate and analyze amorphous structures containing up to 5120 atoms, two orders of magnitude larger than those adopted in typical ab initio studies. We find X-ray structure factors in excellent quantitative agreement with experiment and we confirm that In$_2$O$_3$ is a poor glass former, with the likely presence of quasi-crystalline regions in amorphous samples. Our large-scale structural analysis reveals extended chains of edge-sharing InO$_k$ polyhedra providing a concrete structural basis for the high electron mobility of a-In$_2$O$_3$. Our results strongly support the formation of O-O peroxide-like bonds in the amorphous network, with a mean length of 1.5 Å. We show that these bonds introduce localized in-gap states near the conduction band minimum, acting as a source of intrinsic n-type self-doping and enhancing sub-gap optical absorption. These effects are detectable via a distinct Raman feature near 850 cm$^{-1}$ that is absent in the IR spectrum. Overall, our results establish a comprehensive structure-property picture of a-In$_2$O$_3$, provide directly testable experimental predictions, and suggest that controlled amorphization is a viable strategy for improving the photoelectrochemical activity of a-In$_2$O$_3$.",supplement_t2,,general,abinitio,gnn_potential,0,,10.48550/arxiv.2607.08617,Matthew Bousquet and Francois Gygi and Giulia Galli,2026-09-07
2606.25853,A Combined Tight Binding with Machine Learning Potential Model for Magnesium Compounds,2026,2026-06-24 14:02:16,cond-mat.mtrl-sci,cond-mat.mtrl-sci,Jiwen Yu and Arash A. Mostofi and Andrew Horsfield,,,https://arxiv.org/abs/2606.25853,"We present a model for magnesium-based systems that combines density functional tight binding (DFTB) with MACE, a machine learning interatomic potential (DFTB+MACE). In this model, the conventional repulsive potential, pair potential, is replaced by a many-body MACE potential. The MACE component of the model is trained on the difference between density functional theory (DFT) energies and forces and the corresponding DFTB values, but neglecting the pair potential contribution. Using this model we performed structural relaxation of MgO-CO2 adsorption systems, molecular dynamics calculations of water clusters and phonon spectrum calculations of stable fcc-MgO and metastable bcc-MgO structures. We compare the performance of our model with a pure MACE model and with DFT. We demonstrate that the DFTB+MACE model achieves improved accuracy relative to DFTB with a pair potential, in many cases with only a moderate increase in computational cost. In addition, it can provide electronic structures that most of the machine learning potentials cannot. The training dataset, originally developed for MACE, may not fully represent all regions of the potential surface we may encounter during simulations. Expanding the dataset for a wider potential surface is expected to further enhance predictive accuracy of DFTB+MACE model. Overall, the resulting DFTB+MACE framework enables simulations at length and time scales beyond the reach of first-principles methods while retaining an explicit description of electronic structures, making it particularly attractive for studying charge-transfer in materials.",supplement_t2,,general,abinitio,gnn_potential,0,,10.48550/arxiv.2606.25853,Jiwen Yu and Arash A. Mostofi and Andrew Horsfield,2026-09-07
2606.19600,Machine-learned prediction of carbon interstitial clusters in diamond,2026,2026-06-17 21:09:25,physics.comp-ph,physics.comp-ph,Xiaoya Chang and Arsalan Hashemi and Nima Ghafari Cherati and Mikko Karttunen and Ádám Gali and Tapio Ala-Nissila,,,https://arxiv.org/abs/2606.19600,"Diamond hosts optically active point defects central to quantum technologies, yet the carbon self-interstitials introduced during growth and irradiation compete with them and form new defects whose configurational landscape is poorly charted, as subtle energy differences govern the competing minima and pathways. Here we build an interstitial-focused dataset by active learning and benchmark three machine-learning interatomic potentials -- GAP, NEP and the equivariant MACE -- against density functional theory for energies, forces and migration barriers. MACE reproduces the reference energetics and relative stabilities, whereas the others can misorder the ground states. Annealing molecular dynamics with the validated potentials uncovers a series of previously unreported carbon interstitial clusters, from di- to octa-interstitials -- several introducing in-gap states of interest as colour centres -- and shows that their metastability is governed by kinetically accessible pathways rather than energetic ordering. These results chart the interstitial defect landscape and accelerate defect discovery for quantum technologies.",supplement_t2,,general,abinitio,gnn_potential,0,,10.48550/arxiv.2606.19600,Xiaoya Chang and Arsalan Hashemi and Nima Ghafari Cherati and Mikko Karttunen and Ádám Gali and Tapio Ala-Nissila,2026-09-07
2606.18163,Dynamical properties of ab initio water from machine-learning potentials,2026,2026-06-16 17:01:27,cond-mat.soft,cond-mat.soft,P. Montero de Hijes and L. Neubeck and G. Kresse and C. Dellago,,,https://arxiv.org/abs/2606.18163,"We assess the dynamical properties of liquid water predicted by several density functionals using machine-learning interatomic potentials. MACE models were trained for SCAN, RPBE-D3/zd, revPBE-D3/zd, revPBE0-D3/BJ, PBE0-D3/zd, and PBE0-D3/BJ using previously reported ab initio datasets. We compare translational, rotational, and viscous dynamics through time-correlation functions, which resolve relaxation processes across different timescales, and through the corresponding long-time kinetic coefficients. The diffusion coefficient, second-rank orientational relaxation time, and shear viscosity reveal systematic differences among functionals. Part of these differences can be rationalized as shifts along the phase diagram, as comparisons relative to each functionals melting temperature reduce the spread in the dynamical observables. Among the functionals considered, RPBE-D3/zd provides the best overall agreement with experiment. We therefore perform a broader validation of RPBE-D3/zd using a Behler--Parrinello neural-network potential over a wide range of temperatures, densities, and pressures. The model reproduces the magnitude and anomalous pressure dependence of the diffusion coefficient, gives generally good viscosities, and captures the temperature dependence of the rotational relaxation time.",supplement_t2,,general,abinitio,gnn_potential,0,,10.48550/arxiv.2606.18163,P. Montero de Hijes and L. Neubeck and G. Kresse and C. Dellago,2026-09-07
2606.15892,Scalar-pathway fidelity improves physical accuracy in short-range equivariant interatomic potentials,2026,2026-06-14 16:25:36,cs.LG,cs.LG,Jia Bi and Alin Marin Elena and Samuel Pinilla,,,https://arxiv.org/abs/2606.15892,"Accurate interatomic potentials enable molecular dynamics of materials, molecules, and interfaces beyond density-functional-theory length and time scales. Equivariant neural network potentials have improved the representation of local geometry. However, their deployable energy surfaces ultimately manifest through invariant scalar channels, whose aggregation and spectral resolution remain comparatively underexamined. Here we use Physics-Aware Neighborhood (PAN) pooling and Physics-Guided Spectral (PGS) mixers as controlled scalar-pathway probes: lightweight, symmetry-preserving modifications that act only on \(\ell=0\) channels while leaving the equivariant tensor backbone unchanged. Using MACE as a high-body-order mechanistic scaffold, PAN adds coordination-sensitive amplitude modulation, whereas PGS augments edge and readout scalar features with radial and tapered spectral bases. Across metallic Ag, covalent Si, a short-range ionic LiF/Li--F subset, and MD17/rMD17 molecules, this scalar-pathway correction reduces MACE force errors by 22--27\% and energy errors by 19--22\%; on systems with stress labels, stress errors decrease by 27--28\%, at approximately 5\% additional inference-FLOPs cost. Directionally consistent gains in Allegro and NequIP further indicate that the correction is portable across distinct short-range equivariant backbones, although effect sizes remain architecture-dependent. These results identify scalar-pathway fidelity as a practical design dimension for short-range equivariant interatomic potentials.",supplement_t2,,general,abinitio,gnn_potential,0,,10.48550/arxiv.2606.15892,Jia Bi and Alin M. Elena and Samuel Pinilla,2026-09-07
2606.14118,Probing Structure and Ionic Transport in Molten Lithium Carbonate,2026,2026-06-12 04:58:52,cond-mat.mtrl-sci,cond-mat.mtrl-sci,Debsundar Dey and Abhirup Patra and Anand Narayanan Krishnamoorthy and Gopalakrishnan Sai Gautam,,,https://arxiv.org/abs/2606.14118,"Li$_2$CO$_3$ (LC) is a cornerstone material for clean energy technologies, including high-temperature molten carbonate fuel cells, electrochemical carbon capture, and lithium-based batteries. However, capturing the complex, many-body interactions governing the structure and transport in LC in its molten state has remained a challenge, constrained by the computational cost of \textit{ab initio} methods and the accuracy limitations of classical force fields. To address this gap, we deploy equivariant graph-based machine learned interatomic potentials, specifically, the multi atomic cluster expansion (MACE) and neural equivariant interatomic potential (NequIP) architectures that are trained on melt-quench \textit{ab initio} molecular dynamics data. Our benchmarking demonstrates that MACE provides superior transferability and precision in predicting energies and forces compared to NequIP. Subsequently, we use the optimized MACE model to perform large-scale molecular dynamics simulations to probe the properties of molten LC. Besides describing the structural features, such as the dominant presence of C-O pair correlations under molten conditions, our MACE model reproduces experimentally-measured static structure factors and shear viscosity values. Further, our simulations indicate that Li transport in LC is fundamentally dominated by concerted motion, as evidenced by Haven's ratios being significantly below unity (0.20-0.40). Notably, we identify a temperature-driven transition from anisotropic (and highly concerted) Li transport, supported by persistent oxygen-centered Voronoi cages at 1000~K, to isotropic (and less concerted) diffusion at 1400~K. Thus, we provide fundamental insights into the structural and transport properties of molten LC and also demonstrate a robust and scalable framework for the accelerated design of molten salt electrolytes and ionic liquids.",supplement_t2,,general,abinitio,gnn_potential,0,,10.48550/arxiv.2606.14118,Debsundar Dey and A. K. Patra and Anand Narayanan Krishnamoorthy and Gopalakrishnan Sai Gautam,2026-09-07
2609.00528,Why Multi-Layer Message Passing Works: Completeness Theory for Graph Neural Network Interatomic Potentials,2026,2026-09-01 00:53:35,cs.LG,cs.LG;math-ph;physics.chem-ph;physics.comp-ph,Pingbing Ming and Han Wang,,,https://arxiv.org/abs/2609.00528,"We prove that the Hypergraph Neural Network, an invariant architecture with 3-body message passing, is a universal approximator for potential energy surfaces. Our main contribution is a multi-layer completeness theory. We show that $L$ layers of message passing on sparse, cutoff-based graphs achieve the same representational power as having access to the full $L$-hop neighborhood, provided the configurations are generic, satisfy an overlap condition and a connectivity condition. This provides the first rigorous justification for the common practice of using multi-layer message passing with a per-layer cutoff smaller than the physical interaction range, the setting used by virtually all practical graph neural network based machine-learned interatomic potentials. As immediate consequences, we show that both DPA3 and CHGNet architectures inherit universal approximation.",supplement_t2,,general,abinitio,gnn_potential,0,,10.48550/arxiv.2609.00528,Pingbing Ming and Han Wang,2026-09-07
2608.25592,"A Hierarchical Synergistic Deep Learning Framework Integrating Composition, Structure, and Ionic Transport for Solid-State Electrolyte Discovery",2026,2026-08-26 10:04:42,cond-mat.mtrl-sci,cond-mat.mtrl-sci;cs.AI;cs.LG,Hongwei Du and Dingyang Lv and Baole Wei and Yongheng Li and Feng Yu and Ziheng Lu and Siqi Shi and Hong Wang,,,https://arxiv.org/abs/2608.25592,"Inorganic solid-state electrolytes must combine high room-temperature ionic conductivity, a wide electrochemical window, excellent electronic insulation, and favorable mechanical compliance. Single models struggle to support reliable multi-objective screening across vast chemical spaces because of training-data distribution mismatch, cross-property dataset heterogeneity, and scarce kinetic transport data. To overcome these limitations, we develop a hierarchical synergistic deep-learning framework that sequentially coordinates efficiency, accuracy, and reliability through four complementary modules. The in-house-developed L-G-DCNN and a multi-fidelity implementation built on DenseGNN serve as compositional and structural experts for thermodynamic coarse screening and multi-property evaluation, respectively; MatterSim and system-specific DeePMD models provide transport pre-assessment and kinetic validation. Systematic benchmarks show that each module outperforms mainstream counterparts in its task, while retrospective validation establishes dual closed-loop verification of module-level accuracy and end-to-end workflow reliability. Applied to 30,364,908 Alex/ICSD-derived candidates, the framework identifies 97 high-performance candidates with room-temperature ionic conductivities of 0.109--59.0 mS/cm, including 94 halides, one borohydride, and two oxides. Consistency with independent experimental data confirms that 76 of the 94 halides fall within reported high-conductivity structural regions. Analysis reveals that Li$^{+}$ jump-network connectivity, rather than the number of geometric Li sites, is the core determinant of room-temperature ionic conductivity. Li-defect engineering effectively enhances oxide transport, whereas the inherent rigidity of the O$^{2-}$ framework suggests a potential upper limit on oxide electrolyte performance.",supplement_t2,,general,abinitio,gnn_potential,0,,10.48550/arxiv.2608.25592,Hongwei Du and Dingyang Lv and Baole Wei and Yongheng Li and Feng Yu and Ziheng Lu and Siqi Shi and Hong Wang,2026-09-07
2608.11725,"Deep-Learning-Accelerated Dopant Selection for High-k HfO2 Dielectrics: A Disorder-Resolved Study of Y, Si and Al",2026,2026-08-12 07:03:43,cond-mat.mtrl-sci,cond-mat.mtrl-sci,Zunair Masroor and Bonwook Gu and Wonjoong Kim and Trinh Ngoc Le and Summal Zoha and Han-Bo-Ram Lee,,,https://arxiv.org/abs/2608.11725,"Hafnium oxide (HfO2) is the cornerstone high-k dielectric in modern silicon technology. Since the constraints of silicon device fabrication rule out replacing the material itself, dopant incorporation is the principal means available to engineer its band gap and dielectric constant within existing process flows. However, dopant selection is still largely empirical due to the coupled interplay among thermodynamic stability, electronic insulation, and dielectric response. Here, we present a high-throughput computational framework integrating special quasi-random structures (SQS), machine-learning potentials (SevenNet), and graph neural networks (ALIGNN) to systematically evaluate doped-HfO2 compositions across three dopants (Al, Si, Y) and two technologically relevant polymorphs (monoclinic and orthorhombic). Our analysis uncovers a fundamental design principle: formation energy, band gap, and dielectric constant are decoupled parameters requiring application-specific prioritization rather than simultaneous optimization. Yttrium achieves the lowest formation energy (-3.763 eV/atom) and favors orthorhombic phase stabilization at process-compatible thermal budgets; silicon preserves near-pristine band gaps (around 5.72 eV) critical for suppressing leakage in gate dielectric applications; and aluminum enables concentration-tunable band gap widening (5.6-5.9 eV) suited for voltage scaling. Validation against experimental literature and density functional theory (DFT) confirms quantitative accuracy (0.02 eV band gap error for Si-doping, mean absolute error less than 0.001 eV/atom formation energy). This framework provides rational, property-decoupled guidance for dopant engineering in HfO2-based dielectrics and related high-k oxide systems.",supplement_t2,,general,abinitio,gnn_potential,0,,10.48550/arxiv.2608.11725,Zunair Masroor and Bonwook Gu and Wonjoong Kim and Trinh Ngoc Le and Summal Zoha and Han-Bo-Ram Lee,2026-09-07
2608.07081,Local lattice dynamics of hcp zinc from EXAFS and machine-learning interatomic potentials,2026,2026-08-07 10:33:04,cond-mat.mtrl-sci,cond-mat.mtrl-sci,Vitalijs Dimitrijevs and Pjotrs Žguns and Inga Pudza and Aleksandr Kalinko and Alexei Kuzmin,10.1016/j.physb.2026.418945,Physica B 739 (2026) 418945,https://arxiv.org/abs/2608.07081,"The lattice dynamics of hexagonal close-packed (hcp) zinc, a prototypical anisotropic metal, is studied using temperature-dependent Zn K-edge extended X-ray absorption fine structure (EXAFS) spectroscopy combined with atomistic simulations. The reverse Monte Carlo method enable the extraction of mean-square relative displacements (MSRDs) for eight coordination shells, providing a shell-resolved description of thermal motion. The MSRD temperature dependence, analysed using the correlated Einstein model, yields effective interatomic force constants and reveals pronounced anisotropy between in-plane and out-of-plane interactions. This anisotropy is further quantified by the ratio of MSRDs for the first and second coordination shells, which closely matches the anisotropic displacement parameters from diffraction experiments. Molecular dynamics simulations using the CHGNet universal machine-learning interatomic potential show that the original model overestimates thermal disorder, while a fine-tuned version substantially improves agreement with experimental EXAFS spectrum and radial distribution function. Overall, EXAFS-informed analysis is effective for validating and refining machine-learning interatomic potentials.",supplement_t2,,general,abinitio,gnn_potential,0,,10.48550/arxiv.2608.07081,Vitalijs Dimitrijevs and Pjotrs Zguns and Inga Pudza and Aleksandr Kalinko and Alexei Kuzmin,2026-09-07
2607.29510,Ordered-to-disordered transfer learning with graph neural networks for formation-energy and HOMO-LUMO gap prediction in high-entropy perovskite oxides,2026,2026-07-31 15:13:32,cond-mat.mtrl-sci,cond-mat.mtrl-sci;cond-mat.other;cs.LG,Panupol Untarabut and Narjes Jomaa and Sylvian Cadars and Olivier Masson and Samuel Bernard and Assil Bouzid and Santanu Saha,,,https://arxiv.org/abs/2607.29510,"High-entropy perovskite oxides (HEPOs) represent a chemically complex class of materials with promising functional properties, yet their vast compositional space and, chemical/structural disorder pose significant challenge for accurate property prediction. Graph neural networks (GNNs) enable rapid exploration of materials space but are often limited by the availability of representative training data. Here, we investigate ordered-to-disordered transfer learning using GNNs for formation-energy and HOMO-LUMO gap prediction in HEPOs by transferring knowledge learned from chemically ordered perovskites. Four representative GNN models, including CGCNN, GATGNN, ALIGNN and M3GNet are evaluated to understand the role of structural representations, spanning pairwise two-body and angular three-body interactions in transfer performance. We find strong property-dependent transfer behavior: formation-energy prediction transfers effectively to disordered HEPOs, whereas HOMO-LUMO gap prediction shows limited transferability due to its sensitivity to local chemical environments. Incorporating a small HEPO-specific training dataset substantially improves HOMO-LUMO gap prediction. Representation-level analysis using UMAP further highlights the importance of encoding three-body geometric information such as in ALIGNN for capturing complex structure-property relationships and improving transferability.",supplement_t2,,general,abinitio,gnn_potential,0,,10.48550/arxiv.2607.29510,Panupol Untarabut and Narjes Jomaa and Sylvian Cadars and Olivier Masson and Samuel Bernard and Assil Bouzid and Santanu Saha,2026-09-07
2608.14640,BDIP-Net: Dual-Interaction Graph Learning for Property Prediction of Bilayer Materials,2026,2026-07-28 20:11:30,cs.LG,cs.LG;cond-mat.mtrl-sci;cs.AI,An Vuong and Chen Zhao and Jin Hu and Shui-Qing Yu and Xintao Wu,,,https://arxiv.org/abs/2608.14640,"Stacked bilayer materials exhibit rich stacking-dependent properties driven by the interplay between strong intra-layer bonding and weak inter-layer van der Waals interactions. The computational discovery of such materials is challenging because accurate structure generation typically relies on expensive DFT-based optimization, while existing machine-learning models often fail to explicitly distinguish different interaction types during property prediction. To address these challenges, we propose a machine-learning framework for efficient construction and property prediction of stacked bilayer materials. The framework employs a MatterSim-D3-based structural optimization workflow to generate DFT-quality bilayer structures from monolayer building blocks and stacking configurations at substantially reduced computational cost. For property prediction, we introduce BDIP-Net (Bilayer Dual-Interaction Potential Network), a graph neural network that explicitly models intra-layer and inter-layer interactions through interaction-specific potential representations and adaptive message fusion. We evaluate the proposed framework on BiDB, HetDB, and SAMBA, encompassing homobilayers, heterobilayers, and twisted bilayer systems. Results show that the MatterSim-D3-based workflow closely reproduces DFT-PBE-D3 optimized structures, while BDIP-Net consistently outperforms existing graph neural network and potential-based approaches for bilayer property prediction.",supplement_t2,,general,abinitio,gnn_potential,0,,10.48550/arxiv.2608.14640,An Vuong and Chen Zhao and Jin Hu and Shui-Qing Yu and Xintao Wu,2026-09-07
2607.24327,Aligning Heterogeneous DFT Datasets: A Graph Neural Network Approach to Cross-Functional Formation Energies,2026,2026-07-27 12:06:39,cond-mat.mtrl-sci,cond-mat.mtrl-sci;cs.CE;physics.chem-ph,Yidong Huang and Tenglong Lu and Hanwen Kang and Junfeng Huang and Sheng Meng and Miao Liu,,,https://arxiv.org/abs/2607.24327,"Heterogeneous density functional theory (DFT) calculations, particularly plane-wave implementations, introduce systematic formation energy errors ranging from tens to hundreds of meV/atom, depending on the selection of exchange-correlation functionals, kinetic energy cutoffs, pseudopotentials, and dispersion corrections. As demonstrated by the MatPES dataset, identical structures can exhibit an average energy discrepancy of 107 meV/atom between PBE and r2SCAN calculations. Such method-dependent discrepancies hinder the integration of multi-source DFT data, greatly limiting the scale and quality of datasets for training robust materials AI models. Here, we resolve this fundamental data silo barrier via graph-based transfer learning. Leveraging 380,190 structurally paired PBE-r2SCAN entries from the MatPES database, we train a structure-aware graph neural network to predict cross-functional energy residuals and align inconsistent DFT energy scales. By adopting GPTFF model architecture, the model converts conventional PBE energies to r2SCAN-level accuracy with a mean absolute error of 14.3 meV/atom, compared with 18.2 meV/atom achieved by CHGNet. This versatile approach effectively upgrades massive legacy PBE datasets to high-precision r2SCAN standards. It enables reliable predictions of phase stability, battery voltage profiles, and reaction thermodynamics, while allowing the integration of multi-source DFT data to advance the development of high-performance materials foundation models.",supplement_t2,,general,abinitio,gnn_potential,0,,10.48550/arxiv.2607.24327,Yidong Huang and Tenglong Lu and H. Kang and Junfeng Huang and Sheng Meng and Miao Liu,2026-09-07
2607.21726,Ionic Diffusion Properties of Rare-Earth High-Entropy Oxides from a Machine-Learned Interatomic Potential,2026,2026-07-23 18:21:08,cond-mat.mtrl-sci,cond-mat.mtrl-sci,Mary Kathleen Caucci and Billy E. Yang and Saeed S. I. Almishal and Jon-Paul Maria and Susan B. Sinnott,,,https://arxiv.org/abs/2607.21726,"Rare-earth high-entropy oxides (RE-HEOs) have emerged as a promising class of functional ceramics for solid-state electrochemical applications due to their chemical complexity, structural tunability, and potential for fast oxygen-ion transport. In this work, we investigate oxygen diffusion in ceria-based RE-HEOs of the form Ce$_x$(YLaPrSm)$_{1-x}$O$_{2-δ}$ using classical molecular dynamics simulations driven by the Crystal Hamiltonian Graph Neural Network (CHGNet) machine-learned interatomic potential. To improve predictive accuracy for lanthanide-containing systems, we benchmark three CHGNet variants, including a fine-tuned r$^2$SCAN-trained model, against targeted density functional theory (DFT) data that explicitly include f-valence electrons. Simulations across temperature, Ce content, oxygen vacancy concentration, and both fluorite and bixbyite structures reveal that oxygen transport in RE-HEOs is governed by the interplay of two factors: the concentration of mobile vacancies and the local cation environment through which they hop. At fixed composition, ionic conductivity exhibits a non-monotonic dependence on vacancy concentration, with optimal diffusion occurring at moderate vacancy levels and reduced mobility at higher concentrations. Increasing Ce content lowers migration activation energies and enhances diffusivity through low-barrier diffusion networks built from Ce-Ce and Ce-Y edges. Analysis of individual oxygen hopping events provides atomistic insight into how local chemical environments and short-range cation ordering govern transport in high-entropy oxides. Overall, this work demonstrates that machine-learned interatomic potentials can resolve composition-structure-transport relationships in chemically complex oxides, and identifies active pathways through which compositional tuning can enhance oxygen-ion conductivity in RE-HEO materials.",supplement_t2,,general,abinitio,gnn_potential,0,,10.48550/arxiv.2607.21726,Mary Kathleen Caucci and Billy E. Yang and Saeed S. I. Almishal and Jon-Paul Maria and Susan Sinnott,2026-09-07
2607.20591,Lithium-Projected Phonon Spectral Distributions as Robust Descriptors of Ionic Conductivity in Solid Electrolytes,2026,2026-07-22 15:04:25,cond-mat.mtrl-sci,cond-mat.mtrl-sci,Gajendra Bohara and Ramakrishna Podila,,,https://arxiv.org/abs/2607.20591,"Lattice dynamics are widely invoked in the design of solid electrolytes, yet phonon information is commonly compressed into a band center or another scalar softness measure. Here we test whether the complete lithium-projected phonon density of states (Li-PDOS) provides a reproducible descriptor of experimental room-temperature ionic conductivity. MatterSim forces and Phonopy were used to generate harmonic total and Li-projected spectra for crystallographically resolved entries in the OBELiX dataset. A composition and structure audit defined a primary cohort of 260 materials (212 train and 48 test), a strict cohort of 241, and an exact-composition cohort of 168. Across 20 independently generated phonon-calculation database comparisons, the mean Wasserstein-1 distance was 0.542 THz for total DOS and 0.731 THz for Li-PDOS, revealing broad agreement but systematic, projection-dependent softening. Higher conductivity was associated with redistribution of normalized Li spectral weight toward low frequencies: in the untouched test set, the Li fractions below 2 and 5 THz had Spearman coefficients of 0.333 and 0.374, while the 5$\%$ cumulative-frequency quantile had a coefficient of $-0.393$. A Wasserstein kernel on the full Li-PDOS achieved held-out $R^2=0.444$, compared with 0.012 for total DOS and 0.181 for a static composition--structure kernel. The Li model remained stable in the strict ($R^2=0.462$) and exact ($R^2=0.451$) cohorts. Family adjustment attenuated scalar associations, and Li-versus-total whole-spectrum dependence was cohort sensitive. The results therefore support mobile-ion-resolved spectral distributions as useful comparative screening descriptors, not as a universal causal softness law.",supplement_t2,,general,abinitio,gnn_potential,0,,10.48550/arxiv.2607.20591,Gajendra Bohara and Ramakrishna Podila,2026-09-07
