arxiv_id,cluster
2207.14395,23
2207.14416,23
2207.14596,6
2207.14661,13
2207.14697,27
2207.14773,15
2208.00190,12
2208.00243,17
2208.00317,21
2208.00642,4
2208.00718,25
2208.00854,12
2208.00933,5
2208.00936,28
2208.00938,25
2208.01499,26
2208.01570,11
2208.01577,29
2208.01652,5
2208.01774,17
2208.01803,19
2208.01831,16
2208.02013,21
2208.02078,14
2208.02155,15
2208.02285,24
2208.02392,1
2208.02456,10
2208.02739,17
2208.02790,11
2208.02830,6
2208.03021,1
2208.03047,13
2208.03507,18
2208.03628,1
2208.03640,28
2208.03654,17
2208.03709,26
2208.03714,18
2208.03762,17
2208.03919,9
2208.03962,18
2208.03995,4
2208.04338,15
2208.04407,17
2208.04474,6
2208.04544,15
2208.04562,7
2208.04584,17
2208.04677,18
2208.04834,15
2208.04864,5
2208.05044,8
2208.05154,9
2208.05191,29
2208.05199,29
2208.05372,17
2208.05493,17
2208.05614,7
2208.05674,8
2208.05712,23
2208.05749,5
2208.05811,13
2208.05816,27
2208.05832,25
2208.05948,17
2208.05979,9
2208.05985,2
2208.06108,19
2208.06657,18
2208.06669,4
2208.06706,4
2208.07019,15
2208.07036,6
2208.07071,1
2208.07079,15
2208.07139,22
2208.07320,17
2208.07512,13
2208.07888,17
2208.07964,5
2208.08115,9
2208.08180,0
2208.08336,19
2208.08375,7
2208.08427,14
2208.08428,13
2208.08463,20
2208.08575,25
2208.08634,28
2208.09084,13
2208.09114,17
2208.09144,28
2208.09314,9
2208.09409,18
2208.09429,29
2208.09475,25
2208.09523,16
2208.09609,5
2208.09804,26
2208.09831,25
2208.10094,11
2208.10101,21
2208.10225,5
2208.10517,6
2208.10519,28
2208.10645,0
2208.10678,23
2208.10856,13
2208.11085,7
2208.11142,22
2208.11198,9
2208.11227,13
2208.11320,27
2208.11421,28
2208.11541,9
2208.11880,15
2208.11971,17
2208.12018,5
2208.12039,22
2208.12200,7
2208.12202,25
2208.14981,17
2208.12379,12
2208.12384,16
2208.12855,29
2208.13038,13
2208.13248,12
2208.13339,13
2208.13379,21
2208.13521,26
2208.13577,15
2208.13678,1
2208.13711,23
2208.13798,15
2208.13888,17
2208.13918,28
2208.14025,16
2208.14041,0
2208.14107,21
2208.14289,5
2208.14442,15
2208.14454,12
2208.14474,8
2208.14556,7
2208.14663,25
2209.00007,24
2209.00022,5
2209.00298,12
2209.00300,25
2209.00452,9
2209.00539,16
2209.00600,17
2209.00758,17
2209.00816,5
2209.00833,6
2209.00910,9
2209.01089,26
2209.01294,26
2209.01324,15
2209.01342,4
2209.01361,1
2209.01626,23
2209.01633,20
2209.01903,29
2209.01905,27
2209.01973,1
2209.02053,15
2209.02094,19
2209.02117,12
2209.02351,26
2209.02688,27
2209.02721,11
2209.02733,17
2209.02794,26
2209.03187,15
2209.03202,11
2209.03267,16
2209.03332,12
2209.03391,17
2209.03444,29
2209.03515,14
2209.03520,14
2209.03544,10
2209.03577,15
2209.03699,0
2209.03840,26
2209.03896,0
2209.04004,0
2209.04217,29
2209.04592,10
2209.04743,9
2209.04776,16
2209.04940,17
2209.04982,16
2209.05014,29
2209.05151,6
2209.05198,1
2209.05510,2
2209.05671,5
2209.05754,14
2209.07990,13
2209.06149,17
2209.06198,21
2209.06205,25
2209.06206,17
2209.06400,7
2209.06524,24
2209.06646,16
2209.06817,24
2209.07017,15
2209.07085,20
2209.07188,27
2209.07280,16
2209.07287,17
2209.07314,15
2209.07340,10
2209.07343,9
2209.07726,16
2209.07732,28
2209.07757,21
2209.07913,19
2209.08082,19
2209.08238,16
2209.08493,4
2209.08506,2
2209.08683,16
2209.08766,19
2209.08998,13
2209.09247,12
2209.09057,6
2209.09254,10
2209.09308,18
2209.09599,9
2209.09852,0
2209.09966,27
2209.10172,17
2209.10534,12
2209.10560,18
2209.10568,17
2209.10570,26
2209.10593,17
2209.10605,11
2209.10673,24
2209.10744,16
2209.10859,10
2209.11077,0
2209.11080,22
2209.11126,11
2209.11273,2
2209.11528,10
2209.11547,4
2209.11656,26
2209.11688,0
2209.11752,2
2209.11800,25
2209.11926,25
2209.12059,5
2209.12115,12
2209.12421,17
2209.12646,14
2209.12787,7
2209.12932,9
2209.13076,18
2209.13299,27
2209.13506,15
2209.13745,10
2209.13881,15
2209.13905,17
2209.13987,14
2209.14006,19
2209.14080,12
2209.14266,14
2209.14296,23
2209.14310,0
2209.14347,19
2209.14469,10
2209.14556,26
2209.14636,15
2209.14656,28
2209.14668,15
2209.14773,29
2209.14820,4
2209.15057,0
2209.15231,15
2209.15241,27
2209.15366,12
2209.15508,22
2209.15526,16
2210.00021,5
2210.00023,26
2210.00112,12
2210.00318,13
2210.00351,24
2210.00366,13
2210.00496,5
2210.00554,18
2210.00742,13
2210.00745,1
2210.00936,13
2210.01037,13
2210.01114,2
2210.01151,1
2210.01305,16
2210.01399,0
2210.01518,29
2210.01519,9
2210.01646,17
2210.01714,11
2210.01830,25
2210.01983,20
2210.02028,25
2210.02058,25
2210.02124,25
2210.02136,25
2210.02252,4
2210.02321,6
2210.02322,6
2210.02378,22
2210.02452,19
2210.02632,21
2210.02644,14
2210.02810,18
2210.02954,25
2210.03059,18
2210.03125,22
2210.03156,4
2210.03191,13
2210.03276,6
2210.03420,15
2210.03549,18
2210.03633,6
2210.03889,17
2210.04046,28
2210.04159,15
2210.04327,20
2210.04408,13
2210.04538,8
2210.04558,13
2210.04830,25
2210.04842,9
2210.04908,19
2210.04918,6
2210.05024,5
2210.05042,29
2210.05275,24
2210.05388,13
2210.05525,9
2210.05753,1
2210.05909,15
2210.06231,17
2210.06273,0
2210.06348,28
2210.06371,29
2210.06502,13
2210.06508,17
2210.06523,26
2210.06550,4
2210.06569,20
2210.06617,8
2210.06674,6
2210.06847,6
2210.06869,13
2211.15403,28
2211.11547,18
2210.06912,9
2210.06914,8
2210.07042,17
2210.07070,15
2210.07151,13
2210.07175,10
2210.07205,29
2210.07265,5
2210.07319,12
2210.07512,25
2210.07585,26
2210.07633,10
2210.07647,25
2210.07718,17
2210.08048,9
2210.08146,16
2210.08539,20
2210.08660,17
2210.08733,18
2210.08790,4
2210.08921,16
2210.09288,6
2210.09325,18
2210.09346,14
2210.09488,4
2210.09533,16
2210.09562,0
2210.09610,5
2210.09627,4
2210.09829,2
2210.09855,17
2210.09999,12
2210.10201,28
2210.10312,16
2210.10361,13
2210.10371,17
2210.10437,26
2210.10521,28
2210.10645,23
2210.10705,23
2210.10766,29
2210.10866,17
2210.10987,7
2210.11254,8
2210.11256,14
2210.11345,12
2210.11361,12
2210.11587,19
2210.11688,12
2210.11712,12
2210.11738,18
2210.11769,15
2210.11955,5
2210.12119,13
2210.12189,15
2210.12248,17
2210.12337,11
2210.12439,5
2210.12627,15
2210.12718,13
2210.12819,7
2210.12901,13
2210.12934,10
2210.12999,12
2210.13250,26
2210.13280,16
2210.13408,7
2210.13478,17
2210.13551,6
2210.13896,10
2210.13976,22
2210.14113,1
2210.14182,11
2210.14183,17
2210.14197,6
2210.14236,1
2210.15600,29
2210.14591,23
2210.14681,2
2210.14953,13
2210.15065,23
2210.15215,8
2210.15293,13
2210.15307,8
2210.15404,9
2210.15582,5
2210.15660,22
2210.15661,0
2210.15693,17
2210.15864,15
2210.15995,28
2210.16198,10
2210.16235,16
2210.16293,0
2210.16324,10
2210.16321,6
2210.16615,12
2210.16890,10
2210.16958,19
2210.17005,29
2210.17023,7
2210.17058,6
2210.17369,13
2210.17503,9
2211.00124,15
2211.00400,28
2211.00462,8
2211.00561,19
2211.00663,6
2211.00679,17
2211.00682,5
2211.00823,25
2211.00843,15
2211.00958,15
2211.00975,27
2211.01020,12
2211.01024,28
2211.01054,1
2211.01286,12
2211.11537,14
2211.01376,5
2211.01388,26
2211.01400,17
2211.01609,13
2211.01707,19
2211.01733,28
2211.02002,6
2211.02031,6
2211.02236,17
2211.02361,27
2211.02454,9
2211.02492,22
2211.02564,20
2211.02649,18
2211.02668,17
2211.02745,5
2211.02880,22
2211.03075,29
2211.03083,28
2211.03084,0
2211.03085,18
2211.03265,29
2211.03778,6
2211.04035,17
2211.04102,28
2211.04216,26
2211.04276,4
2211.04288,13
2211.04290,15
2211.04570,26
2211.04751,10
2211.04833,28
2211.04870,7
2211.05001,23
2211.05045,4
2211.05056,18
2211.05078,9
2211.05129,5
2211.05146,18
2211.05254,1
2211.05305,16
2211.05317,5
2211.05355,16
2211.05373,15
2211.05393,23
2211.05578,22
2211.05660,13
2211.06174,12
2211.06185,1
2211.06322,6
2211.06498,6
2211.08354,15
2211.06667,11
2211.06702,13
2211.06709,18
2211.06961,2
2211.07127,21
2211.12435,13
2211.07299,13
2211.07370,10
2211.07406,18
2211.07423,6
2211.07676,5
2211.07745,18
2211.07858,13
2211.07920,19
2211.08050,12
2211.08171,13
2211.08271,4
2211.08625,18
2211.08759,13
2211.09836,17
2211.09143,6
2211.09483,24
2211.09846,24
2211.09999,5
2211.10101,5
2211.10120,18
2211.10256,15
2211.10273,13
2211.10289,27
2211.10294,27
2211.10302,5
2211.10383,11
2211.10572,14
2211.10637,25
2211.10722,4
2211.10786,27
2211.10852,11
2211.10905,5
2211.10947,2
2211.10975,17
2211.11016,23
2211.11372,5
2211.11389,22
2211.11422,17
2211.11632,1
2211.11640,24
2211.11778,22
2211.12015,1
2211.12127,14
2211.12264,26
2211.12452,12
2211.12834,17
2211.12894,12
2211.13338,28
2211.13340,14
2211.13531,4
2211.13584,18
2211.13833,13
2211.13886,16
2211.13947,15
2211.14192,28
2211.14283,14
2211.14626,14
2211.14846,22
2211.15001,18
2211.15035,19
2211.15083,25
2211.15102,10
2211.15189,16
2211.15433,13
2211.15529,17
2211.15545,25
2211.15704,5
2211.15711,6
2211.15855,4
2211.16127,18
2211.16449,22
2211.16477,10
2211.16602,26
2211.16651,22
2211.16765,9
2211.16941,15
2211.16948,21
2212.00580,17
2211.17184,2
2212.00346,18
2212.00407,5
2212.00645,4
2212.00657,9
2212.00854,17
2212.00925,18
2212.01065,11
2212.01084,25
2212.01137,12
2212.01170,17
2212.01183,15
2212.03274,12
2212.01634,10
2212.01726,17
2212.01831,18
2212.01849,17
2212.01862,4
2212.01980,14
2212.02022,16
2212.02034,25
2212.02074,18
2212.02132,13
2212.02183,14
2212.02274,9
2212.02356,17
2212.02358,15
2212.02389,22
2212.02394,5
2212.02396,22
2212.02615,13
2212.02657,14
2212.02756,0
2212.02844,5
2212.02899,26
2212.03115,11
2212.03206,12
2212.03337,16
2212.03472,16
2212.03543,15
2212.03554,13
2212.03583,15
2212.03584,28
2212.04210,12
2212.04432,14
2212.04447,26
2212.04571,9
2212.04591,18
2212.04775,5
2212.04992,17
2212.05350,4
2212.05550,18
2212.05625,13
2212.05685,10
2212.05737,6
2212.05839,17
2212.06061,19
2212.06071,29
2212.06128,27
2212.06170,10
2212.06171,4
2212.06196,16
2212.06197,5
2212.06237,29
2212.06245,25
2212.06443,13
2212.06502,5
2212.06627,11
2212.06703,25
2212.06790,27
2212.06824,27
2212.06866,13
2212.06930,18
2212.06979,11
2212.07134,7
2212.07185,13
2212.07251,18
2212.07322,15
2212.07381,6
2212.09531,13
2212.07419,17
2212.07445,18
2212.07461,2
2212.07596,18
2212.07958,16
2212.08000,15
2212.08091,9
2212.08107,18
2212.08117,1
2212.08125,15
2212.08155,2
2212.08156,0
2212.08351,4
2212.08563,21
2212.08573,23
2212.08651,13
2212.09207,0
2212.09211,14
2212.09217,19
2212.09333,12
2212.09480,4
2212.09786,0
2212.09789,29
2212.09878,25
2212.10109,23
2212.10175,9
2212.10241,9
2212.10410,17
2212.10972,6
2212.11081,12
2212.11161,5
2212.11164,9
2212.11226,18
2212.11332,9
2212.11520,5
2212.11602,17
2212.11615,2
2212.11628,25
2212.11633,17
2212.11651,11
2212.11655,27
2212.11757,13
2212.11855,29
2212.11964,10
2212.11973,6
2212.12068,9
2212.12118,25
2212.12128,10
2212.12234,21
2212.12382,22
2212.12520,17
2212.12638,23
2212.12775,13
2212.13102,14
2212.13314,23
2212.13319,26
2212.13334,18
2212.13339,28
2212.13458,4
2212.13460,14
2212.13515,0
2212.13526,24
2212.13580,17
2212.13603,16
2212.13657,11
2212.13692,17
2212.13722,2
2212.13739,27
2212.13752,17
2212.13784,7
2212.13826,9
2212.13865,16
2212.14038,19
2212.14184,1
2212.14313,17
2301.01626,17
2301.00670,17
2212.14656,6
2212.14711,6
2212.14869,27
2212.14880,17
2301.00086,13
2301.00110,21
2301.00480,6
2301.00756,23
2301.01115,13
2301.01120,27
2301.01344,0
2301.01402,25
2301.01467,0
2301.01633,25
2301.01669,23
2301.01873,17
2301.01881,14
2301.02037,23
2301.02254,4
2301.02270,13
2301.02274,6
2301.02404,5
2301.02501,15
2301.02706,14
2301.02666,11
2301.02765,19
2301.02892,17
2301.02929,9
2301.03031,17
2301.03240,27
2301.03263,18
2301.03357,29
2301.03473,25
2301.03507,19
2301.03603,13
2301.03838,28
2301.03937,19
2301.03967,9
2301.03968,13
2301.04175,4
2301.04184,7
2301.04276,11
2301.04329,27
2301.05559,17
2301.04411,21
2301.04557,16
2301.04580,6
2301.04703,5
2301.04730,21
2301.04801,15
2301.04832,2
2301.04984,27
2301.05081,14
2301.05148,29
2301.05312,19
2301.05322,17
2301.05340,9
2301.05446,13
2301.05621,17
2301.05622,19
2301.05684,17
2301.05696,11
2301.06137,9
2301.06185,16
2301.06261,19
2301.11652,5
2301.06336,16
2301.06357,22
2301.06425,2
2301.06523,28
2301.06756,1
2301.06810,0
2301.07121,14
2301.07299,28
2301.07374,26
2301.07553,22
2301.07604,17
2301.07606,0
2301.07637,10
2301.07648,23
2301.07764,17
2301.07864,22
2301.07909,22
2301.08033,1
2301.08116,6
2301.08176,6
2301.08239,11
2301.08415,28
2301.08426,6
2301.08466,19
2301.08550,6
2301.08631,25
2301.08633,2
2301.09032,29
2301.09035,15
2301.09050,27
2301.09641,27
2301.09114,9
2301.09644,13
2301.09151,15
2301.09377,6
2301.09628,0
2301.09678,15
2301.10116,25
2301.10306,23
2301.10474,29
2301.10524,0
2301.10755,6
2301.10826,9
2301.11027,18
2301.11212,8
2301.11261,16
2301.11348,5
2301.11425,25
2301.11458,18
2301.11523,2
2301.11543,11
2301.11614,5
2301.11633,13
2301.11708,6
2301.11840,6
2301.11853,6
2301.11876,6
2301.11951,17
2301.12034,26
2301.12049,10
2301.12320,29
2301.12324,1
2301.12368,4
2301.12431,4
2301.12432,4
2301.12442,9
2301.12552,13
2301.12716,1
2302.10097,2
2301.12979,1
2301.12991,21
2301.13024,22
2301.13153,4
2301.13488,1
2301.13520,1
2301.13564,14
2301.13679,17
2301.13697,1
2301.13740,14
2301.13795,17
2302.00024,13
2302.00475,0
2302.00682,22
2302.00686,22
2302.00844,15
2302.00966,9
2302.01122,27
2302.01209,5
2302.01258,9
2302.01462,8
2302.01549,0
2302.01741,24
2302.02054,12
2302.02362,13
2302.02604,15
2302.02610,15
2302.02621,29
2302.02705,13
2302.02763,15
2302.02906,26
2302.02933,8
2302.03155,11
2302.03365,15
2302.03381,7
2302.03402,15
2302.03446,17
2302.03812,4
2302.03944,15
2302.04267,13
2302.04277,14
2302.04385,28
2302.04489,5
2302.04550,23
2302.04617,17
2302.04698,6
2302.04710,19
2302.04717,15
2302.04758,25
2302.04762,13
2302.04889,19
2302.05078,0
2302.05100,4
2302.05115,26
2302.05145,15
2302.05227,10
2302.05263,29
2302.05373,4
2302.05434,2
2302.06036,15
2302.06151,15
2302.06211,26
2302.06250,24
2302.06329,4
2302.06575,14
2302.06645,13
2302.06718,12
2302.06753,12
2302.06756,12
2302.08979,12
2302.06765,6
2302.07827,12
2302.07826,12
2302.07825,12
2302.06823,19
2302.06830,23
2302.06897,29
2302.06956,29
2302.06999,1
2302.07015,28
2302.07094,9
2302.07113,27
2302.07201,12
2302.07246,9
2302.07451,5
2302.07790,15
2302.07885,6
2302.08075,0
2302.08188,15
2302.08356,28
2302.08367,6
2302.08517,6
2302.08622,29
2302.08828,13
2302.08968,25
2302.09192,13
2302.09242,23
2302.09337,4
2302.09588,28
2302.09627,23
2302.09702,16
2302.09858,0
2302.09876,11
2302.10422,16
2302.10583,9
2302.10677,2
2303.00926,17
2302.10705,21
2302.10710,15
2302.10744,9
2302.11144,14
2303.06054,24
2302.11664,22
2302.11724,19
2302.11762,26
2302.11879,25
2302.12033,10
2302.12280,13
2302.12377,25
2302.12630,9
2302.12731,5
2302.12732,8
2302.12988,29
2302.13134,17
2302.13138,17
2302.13169,6
2302.13185,18
2302.13476,5
2302.13561,17
2302.13712,4
2302.13734,12
2302.13821,12
2302.13864,9
2302.13936,27
2302.14050,9
2302.14214,2
2302.14272,15
2302.14274,15
2302.14283,7
2302.14316,23
2302.14378,27
2302.14410,23
2302.14535,13
2302.14612,0
2302.14672,17
2302.14729,7
2302.14767,16
2302.14802,9
2302.14855,28
2303.00090,20
2303.00134,24
2303.00185,18
2303.00390,25
2303.00623,0
2303.00625,11
2303.00653,10
2303.00685,16
2303.00717,7
2303.00741,1
2303.00742,22
2303.00761,19
2303.00846,4
2303.00875,26
2303.00903,19
2303.00966,16
2303.01026,21
2303.01062,27
2303.01079,21
2303.01225,26
2303.01228,21
2303.01340,15
2303.01441,29
2303.01699,2
2303.01811,23
2303.01901,15
2303.01902,14
2303.01961,28
2303.02152,15
2303.02176,2
2303.02221,13
2303.02406,9
2303.02670,22
2303.02865,7
2303.02908,15
2303.03145,28
2303.03173,8
2303.03252,21
2303.03288,2
2303.03473,15
2303.03624,17
2303.03784,9
2303.03874,26
2303.03938,5
2303.04004,6
2303.04139,28
2303.04176,22
2303.04252,5
2303.04344,9
2303.04371,9
2303.04499,1
2303.04512,12
2303.04586,18
2303.04663,11
2303.05013,1
2303.05017,22
2303.05041,13
2303.05094,7
2303.05117,27
2303.05175,2
2303.05254,28
2303.05301,9
2303.05377,25
2303.05609,21
2303.05716,28
2303.05721,29
2303.05926,7
2303.05951,13
2303.05959,19
2303.05987,29
2303.06059,9
2303.06220,1
2303.06339,15
2303.06520,25
2303.06540,17
2303.06672,28
2303.06718,27
2303.06750,2
2303.06915,26
2303.06989,12
2303.07173,16
2303.07254,10
2303.07491,21
2303.07602,23
2303.07698,5
2303.07701,14
2303.07738,22
2303.07962,29
2303.07993,18
2303.08009,8
2303.08136,5
2303.08247,25
2303.08376,6
2303.08520,15
2303.08592,4
2303.08759,29
2303.09052,14
2303.09918,15
2303.09108,15
2303.09747,15
2303.09787,16
2303.09805,29
2303.10080,26
2303.10169,2
2303.10212,17
2303.10265,0
2303.10468,18
2303.10529,17
2303.10540,13
2303.10639,23
2303.10685,21
2303.10698,16
2303.10716,16
2303.10939,17
2303.11063,29
2303.11072,10
2303.11178,25
2303.11179,25
2303.11202,8
2303.11213,17
2303.11254,4
2303.11345,5
2303.11401,4
2303.11598,15
2303.11600,20
2303.11601,12
2303.11622,28
2303.11683,29
2303.11729,5
2303.11975,14
2303.12315,4
2303.12568,15
2303.12575,29
2303.18235,28
2303.12833,10
2303.12977,1
2303.13049,14
2303.13098,9
2303.13328,25
2303.13394,2
2303.13498,6
2303.13704,26
2303.13910,25
2303.13922,13
2303.13928,8
2303.14034,29
2303.14122,12
2303.14225,18
2303.14236,9
2303.14339,15
2303.14385,13
2303.14466,25
2303.14673,4
2303.14823,14
2303.14842,13
2303.14909,29
2303.15018,28
2303.15077,18
2303.15257,21
2303.15355,2
2303.15504,24
2303.15551,22
2303.15622,29
2303.15912,4
2303.15914,21
2303.15968,9
2303.15980,12
2303.16007,5
2303.16029,13
2303.16238,14
2303.16745,27
2303.16883,13
2303.16888,17
2303.16916,17
2303.16931,14
2303.17211,11
2303.17286,22
2303.17348,13
2303.17353,17
2303.17365,16
2303.17453,27
2303.17492,13
2303.17529,22
2303.17587,29
2303.17631,10
2303.17656,24
2303.17685,17
2303.17861,8
2303.17902,25
2303.17953,5
2303.18145,18
2303.18212,13
2304.00090,5
2304.00190,29
2304.00535,17
2304.00558,15
2304.00799,21
2304.00914,9
2304.00928,9
2304.01024,4
2304.01084,26
2304.01122,26
2304.01127,25
2304.01427,16
2304.01444,15
2304.01588,13
2304.01631,0
2304.01740,26
2304.01827,5
2304.02115,28
2304.02243,25
2304.02341,17
2304.02586,25
2304.02635,25
2304.02749,13
2304.02940,17
2304.02955,9
2304.03028,28
2304.03062,5
2304.03074,18
2304.03100,29
2304.03231,1
2304.03303,14
2304.03409,0
2304.03591,23
2304.03599,1
2304.03613,24
2304.03759,25
2304.03963,6
2304.04263,7
2304.04310,29
2304.06726,1
2304.04378,21
2304.04426,25
2304.04447,29
2304.04533,16
2304.04825,22
2304.04841,1
2304.04993,15
2304.05030,10
2304.05086,11
2304.05113,15
2304.05234,18
2304.05356,5
2304.05424,5
2304.05443,22
2304.05806,13
2304.05851,23
2304.05854,16
2304.05971,18
2304.05987,9
2304.06069,9
2304.06171,12
2304.06260,11
2304.06284,19
2304.07222,21
2304.06426,12
2304.06431,10
2304.06685,29
2304.06691,17
2304.06980,21
2304.07024,12
2304.07084,12
2304.07100,5
2304.07117,17
2304.07182,25
2304.07224,28
2304.07318,24
2304.07326,29
2304.07432,2
2304.07490,6
2304.07678,15
2304.07960,15
2304.07966,29
2304.08080,10
2304.08102,13
2304.08142,5
2304.08214,25
2304.08294,15
2304.08428,28
2304.08446,29
2304.08633,10
2304.08675,20
2304.08683,6
2304.08792,28
2304.08992,29
2304.08997,21
2304.09011,27
2304.09066,25
2304.09111,13
2304.09360,12
2304.09812,17
2304.10032,15
2304.10390,17
2304.10483,17
2304.10583,25
2304.10741,9
2304.10766,4
2304.10874,28
2304.10926,4
2304.11242,15
2304.11245,17
2304.11305,20
2304.11311,28
2304.11382,13
2304.11457,13
2304.11536,18
2304.11807,22
2304.11933,5
2304.11939,9
2304.11944,17
2304.12116,13
2304.12230,25
2304.12392,15
2304.12456,13
2304.12472,7
2304.12485,10
2304.12619,5
2304.12689,13
2304.13083,6
2304.13093,4
2304.13257,11
2304.13367,21
2304.13642,29
2304.13697,25
2304.13741,17
2304.13914,1
2304.14196,7
2304.14426,18
2304.14254,10
2304.14448,9
2304.14453,25
2304.14650,17
2304.14682,1
2304.14805,25
2304.14816,2
2304.14822,26
2304.14849,18
2304.14928,17
2305.00444,29
2305.00549,14
2305.00589,0
2305.00958,23
2305.00990,17
2305.01003,14
2305.01200,15
2305.01218,15
2305.01682,6
2305.01740,2
2305.01766,13
2305.01872,21
2305.01882,6
2305.01926,16
2305.02006,15
2305.02040,19
2305.02129,12
2305.02216,18
2305.02340,1
2305.02345,11
2305.02418,12
2305.02467,23
2305.02548,17
2305.02625,25
2305.02838,15
2305.02900,5
2305.03035,16
2305.03265,20
2305.03278,0
2305.03404,10
2305.05373,4
2305.03705,29
2305.03856,9
2305.04219,14
2305.04262,12
2305.04424,16
2305.04482,4
2305.04491,23
2305.04515,15
2305.04610,23
2305.04758,9
2305.04875,29
2305.05021,11
2305.05114,23
2305.05407,1
2305.05502,21
2305.05593,15
2305.05715,20
2305.05831,17
2305.06015,18
2305.06084,23
2305.06103,27
2305.06201,2
2305.06546,4
2305.06596,13
2305.06694,10
2305.06751,29
2305.06760,6
2305.06957,10
2305.06989,6
2305.07263,1
2305.07607,21
2305.07718,17
2305.07746,23
2305.07923,14
2305.08038,24
2305.08058,29
2305.08314,10
2305.08315,17
2305.08332,12
2305.08406,27
2305.08577,15
2305.08603,3
2305.08669,15
2305.08690,17
2305.11179,5
2305.09332,17
2305.09437,18
2305.09530,5
2305.09541,29
2305.09586,27
2305.09767,17
2305.10034,27
2305.10039,0
2305.10271,3
2305.10295,4
2305.10303,14
2305.10479,5
2305.10707,10
2305.10956,13
2305.10957,23
2305.11156,15
2305.11678,29
2305.11688,10
2305.12035,23
2305.12065,15
2305.12721,15
2305.12762,1
2305.12882,4
2305.12977,29
2305.13017,15
2305.13217,16
2305.13357,17
2305.13355,6
2305.13564,18
2305.13952,4
2305.14114,9
2305.14175,8
2305.14438,22
2305.14510,10
2305.14643,21
2305.14665,6
2305.14743,27
2305.14887,18
2305.15029,13
2305.15190,21
2305.15345,25
2305.15373,16
2305.15472,0
2305.15564,3
2305.15569,18
2305.15619,1
2305.15763,17
2305.15931,23
2305.16062,10
2305.16113,5
2305.16276,21
2305.16499,10
2305.16605,7
2305.16732,15
2305.16973,23
2305.17264,17
2305.17381,15
2305.17669,24
2305.17823,0
2305.17840,15
2305.17980,8
2305.17991,10
2305.17999,1
2305.18018,18
2305.18083,25
2305.18087,26
2305.18093,26
2305.18196,29
2305.18525,18
2305.18763,16
2305.18918,0
2305.19033,15
2305.19188,2
2305.19253,15
2305.19317,14
2305.19622,27
2305.19970,9
2305.19996,13
2306.00072,2
2306.00146,13
2306.00193,14
2306.00259,15
2306.00261,15
2306.00405,18
2306.00529,9
2306.00556,25
2306.00587,11
2306.00626,1
2306.00685,21
2306.00803,1
2306.00866,13
2306.01057,17
2306.01202,5
2306.01228,4
2306.01239,1
2306.01514,13
2306.01555,4
2306.01686,16
2306.01700,18
2306.02008,1
2306.02127,17
2306.02269,29
2306.02356,21
2306.02375,1
2306.02397,9
2306.02441,9
2306.02545,12
2306.02621,28
2306.02809,7
2306.02818,28
2306.02861,2
2306.02906,18
2306.03017,13
2306.03122,29
2306.03231,3
2306.03370,25
2306.03654,1
2306.03681,28
2306.03706,3
2306.03803,17
2306.03814,1
2306.03890,2
2306.04081,19
2306.04112,21
2306.04157,7
2306.04238,25
2306.04302,29
2306.04312,10
2306.04439,29
2306.04559,12
2306.04852,27
2306.04977,2
2306.05034,5
2306.05055,18
2306.05121,3
2306.05149,22
2306.05159,23
2306.05177,21
2306.05467,13
2306.05485,22
2306.05489,17
2306.05512,16
2306.05758,9
2306.05763,20
2306.05824,17
2306.05926,28
2306.05927,28
2306.06039,3
2306.06242,10
2306.06301,29
2306.06612,18
2306.06659,18
2306.06708,25
2306.06711,4
2306.06907,5
2306.06915,23
2306.06996,13
2306.07081,12
2306.07275,3
2306.07313,17
2306.07366,24
2306.07468,5
2306.07696,9
2306.07746,29
2306.07837,3
2306.07869,28
2306.07871,4
2306.08043,18
2306.08112,20
2306.08338,27
2306.08347,1
2306.08703,16
2306.08820,25
2306.09092,28
2306.09113,14
2306.09413,19
2306.09420,2
2306.09423,10
2306.09440,13
2306.09473,8
2306.09500,4
2306.09669,7
2306.09810,4
2306.09868,29
2306.10244,11
2306.10438,15
2306.10894,6
2306.11005,18
2306.11063,1
2306.11145,14
2306.11200,0
2306.11218,10
2306.11225,2
2306.11266,23
2306.11373,18
2306.11462,23
2306.11463,28
2306.11674,22
2306.11935,14
2306.12034,23
2306.12207,15
2306.12220,22
2306.12295,13
2306.12312,22
2306.12335,20
2306.12373,23
2306.12473,19
2306.12483,5
2306.12486,22
2306.12492,12
2306.12493,24
2306.12641,17
2306.12684,23
2306.12710,12
2306.12765,14
2306.12784,28
2306.12875,17
2306.12905,20
2306.13071,12
2306.13124,14
2306.13235,17
2306.13251,28
2306.13291,19
2306.13297,26
2306.13393,2
2306.13574,21
2306.13632,18
2306.13654,23
2306.13737,25
2306.13981,29
2306.14270,27
2306.14365,1
2306.14427,2
2306.14438,28
2306.14481,23
2306.14493,9
2306.14494,17
2306.14500,17
2306.14794,28
2306.14841,3
2306.14964,9
2306.14980,0
2306.15086,7
2306.15141,12
2306.15528,4
2306.15650,28
2306.15655,6
2306.15892,16
2306.16235,17
2306.16270,29
2306.16273,15
2306.16289,19
2306.16300,13
2306.16343,26
2306.16561,28
2306.16570,10
2306.16611,2
2306.16689,16
2306.16853,9
2306.17094,28
2306.17503,5
2306.17549,15
2306.17616,26
2306.17739,16
2306.17785,2
2306.17835,25
2307.00180,15
2307.00201,29
2307.00204,2
2307.00208,18
2307.00448,17
